HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
2,2,1295308800,'Wasting Vinegar on a Cucumber is a Shame','I first bought pickled asparagus at an Amish market and it was love at first bite Hence when I saw these on the discount rack at the local Safeway I cleaned it out  These are even better than the ones from the Amish market They are fantastic and some of the jars have a bonus clove of garlic at the bottom Im going to order the six pack and Im a household of one They wont go to waste',5
1,1,1243728000,'Asparagus Bliss','I love asparagus  Up until very recently I had never had pickled asparagus  Oh mygoodess when a friend introduced me to this exact brand I couldnt believe how great stuff tasted  I loved it so much I bought the six pack  Ive got 2 jars left  Gonna need more',5
0,0,1316390400,'My Idea of agoodDiet Food','Im presently on a diet and I was at my Fresh and Easy Neighborhood Grocery looking over possible diet foods I wanted things that were tasty nonfat and low in calories I came home with about a dozen items Thats how I discovered the Tillen Farms Pickled Crispy Asparagus Well Ive always liked asparagus anyway and Ive enjoyed several brands of pickled asparagus This Tillen Farms brand is really reallygoodIts the best I can recall Theres an excellent flavor and a big clove of garlic down in  the bottom of the jar which Im looking forward to eating I cant believe howgoodthis asparagus tastes and righton the front it says only 60 calories per jar Now this is my idea of agooddiet food  Gary Peterson',5
2,2,1250812800,'Low Carb Angel Food Puffs','I was diappointed in the flavor and texture of this mix  I usually like most of the Low Carb things I have tried but was diappointed in this specific one',2
3,3,1297814400,'Delicious tea','I have been drinking this tea for a long time now  I used to have to purchase it at a doctors office because it wasnt available elsewhere  Im so glad that I can buy it now from Amazoncom  I drink this tea throughout the day like other folks drink coffee  Wonderful taste',5
2,2,1337990400,'My every day green tea','I have been drinking Royal King 100  Natural Organic Green Tea 100 tea bags x 2g each as my every day tea for several years now  I buy 12 boxes at a time to save on shipping  For many years I used to drink coffee from morning till night  But finally I realized that drinking so much coffee was not healthy for me  I finally resolved to improve my health and stopped drinking coffee all together  I tried many alternative drinks to replace my coffee habit  I found that green tea was not onlygoodtasting it also has health benefits  Green tea is one of the few drinks that actually makes you healthier coffe and other drinks do not  the only healthier drink is quality cold water  In my opinion for the price Royal King 100  Natural Organic Green Tea is one of the best tasting teas  This green tea has a beautiful golden color the taste is brightand fresh  I recommend adding a tiny amount of YS Organic Bee Farms RAW HONEY to the tea to add sweetness and health benefits too  I also give myself a treat once in a while by having a much more expense tea Tribute Xi Hu Long Jing but this fantastic tea is not practical for me to drink as my every day tea although I would if I could afford it  Cons   On my latest shipment the package shown on the Amazon page is different than the one shipped  The one shipped displays NATURALLY HIGH IN POLYPHENOL CATECHINs a key contributive element to the possible health effects of tea whereas the Amazon package displays CAFFENE FREe  So I am not sure if this green tea is Caffene free or not  The other con is that sometimes the tea bag rips open when I unwrap the string from around the tea bag So if the string seems stuck to the tea bag I put the bag in the hot water to unstick it',5
1,1,1308960000,'the best tea ever freah brightclean','this has to be one of the best teas I have ever tasted its clean brightfresh  great deliveryagain quality just try it',5
0,0,1333065600,'Tea review','I love love this green tea  It is very hard to find in our area and some places on the internet charge a big price and I usually dont get as many boxes as I did with this merchant  I will definitely order from this seller again Thanks  I depend on my green tea fix everyday',5
0,0,1326585600,'Wonderful Tea','I love this tea It helps curb my eating during the day My Mom and I have given it all friends to try',5
2,2,1304899200,'Great cookies','Im Italian and I lived in Italy for years I used to buy these cookies for my everyday breakfast with an Italian espresso I couldnt find them anywhere here in the Bay area so its great to have them again',5
0,0,1347667200,'Best everyday cookie','In the 1980s I spent several summers in Italy This biscotti is often given as a breakfast food or midday snack They are simple and delicious and were not sold in the US back then They are sogoodthat I brought back two bags from a recent trip to Italy It is great to see that they may now be found on Amazon  Note  it is great to open a bag smell the contents pour a glass of milk then dip the Macines in the milk Great routine and treat for kids',5
5,5,1290988800,'So Far So Good','I had heard a little about this product from the local pet store then tried a small bag for our 2 cats of about 3 and 6 years respectively The female younger one took to it rightaway and the older male who was unfortunately weaned on the junk cat food with all the corn meal and etc in it and would usually refuse a diet change actually liked it too The older male is overweight and we were trying to switch him to soft food on the doctors request but he totally refused it He is a posh cat after all He still consumes too many calories the fatty but at least I know hes eatinggoodfood Of course I know this product seems to cost more than most other feline food on the market but I just cant see feeding our animals the lousy alternatives that are out there marketed as being healthy Why do commercials show cats eating a vegetarian diet which is mostly corn meal? Is that right Ill stay with this for now but stay tuned  Im updating this review after 9 months of using this cat food for our two cats I upgraded the stars from 4 to 5 as it really has been agoodfood for the two of them Garfield still eats a little too much but hes just a big cat who doesnt exercise much lets face it Our female cat will be 4 years old in a couple months and shes so healthy Shes tiny but happy and agile I tried the chicken version of Holistic Select but Garfield seemd to miss this sardine version so we went back to this one Ive ordered the duck version and will update this once they try it',5
